0.95798,0.4333,0.8648,0.49564,0.63195,0.20449,0.25997,0.59819,0.8492,0.75287
0.095447,0.17524,0.058109,0.65137,0.24327,0.67811,0.75897,0.60431,0.39043,0.49672
0.035591,0.1932,0.45775,0.74371,0.57141,0.052486,0.99334,0.51643,0.73838,0.86513
0.88624,0.61642,0.72221,0.30195,0.98173,0.80117,0.35671,0.0075074,0.97644,0.068028
0.24694,0.26901,0.339,0.089612,0.84968,0.67857,0.75286,0.68893,0.5233,0.96855
0.0089151,0.55968,0.40122,0.82597,0.28344,0.94601,0.11005,0.94602,0.42992,0.098756
0.81492,0.94478,0.52698,0.38959,0.68246,0.091558,0.59705,0.87354,0.20716,0.54698
0.1405,0.71447,0.89424,0.7753,0.35812,0.90844,0.4306,0.11328,0.3234,0.40297
0.87987,0.67922,0.77836,0.17937,0.98693,0.50995,0.73072,0.35457,0.11087,0.10704
0.095377,0.95938,0.069368,0.10936,0.083986,0.6149,0.26118,0.24194,0.37521,0.72417
0.35256,0.77533,0.27878,0.90516,0.25031,0.31607,0.094808,0.56033,0.3299,0.61368
0.59342,0.60773,0.37937,0.87635,0.81135,0.077487,0.45096,0.61273,0.34211,0.78297
0.58518,0.948,0.86467,0.99979,0.084423,0.85061,0.64007,0.30081,0.81712,0.56662
0.66768,0.059642,0.41996,0.86425,0.53125,0.14453,0.13204,0.79814,0.53169,0.81132
0.64803,0.26871,0.23988,0.036878,0.80062,0.37049,0.45282,0.79564,0.52112,0.57678
0.43337,0.98668,0.59765,0.54468,0.73882,0.62239,0.6522,0.78109,0.77431,0.94403
0.13976,0.77221,0.4794,0.99762,0.14166,0.99755,0.827,0.3511,0.12026,0.87145
0.75193,0.47535,0.89855,0.51101,0.43789,0.51734,0.30808,0.054297,0.62545,0.5076
0.24179,0.6809,0.93471,0.87351,0.35038,0.99051,0.40236,0.7087,0.34665,0.78882
0.65046,0.41693,0.81789,0.070221,0.4785,0.22653,0.88423,0.99293,0.33462,0.47303
0.85737,0.38015,0.70891,0.98754,0.5874,0.39801,0.70058,0.16248,0.57462,0.8288
0.08437,0.21327,0.74322,0.92271,0.14581,0.69657,0.24187,0.11357,0.86394,0.32248
0.97209,0.38294,0.89971,0.56426,0.90533,0.064641,0.75983,0.91288,0.19856,0.97615
0.03146,0.029668,0.06524,0.43146,0.64019,0.74766,0.29093,0.48166,0.67245,0.27821
0.8354,0.47232,0.33591,0.33784,0.16294,0.4204,0.27744,0.85181,0.90183,0.072831
0.83571,0.33337,0.0043351,0.72072,0.56591,0.81132,0.0061078,0.80991,0.19916,0.75122
0.049858,0.97584,0.8281,0.013656,0.93162,0.37961,0.37471,0.18676,0.29828,0.83119
0.54589,0.55544,0.50744,0.37406,0.7831,0.31907,0.43693,0.2472,0.49652,0.92234
0.94317,0.8463,0.36616,0.92269,0.68569,0.98605,0.3043,0.054189,0.8899,0.32702
0.32147,0.40806,0.22664,0.54648,0.46622,0.71818,0.29086,0.60896,0.50141,0.80407
0.80647,0.46202,0.53483,0.47389,0.26032,0.41318,0.24252,0.77723,0.277,0.53825
0.6014,0.82631,0.28948,0.49654,0.56927,0.09863,0.93668,0.51106,0.53396,0.46329
0.78962,0.9912,0.068371,0.30897,0.24877,0.73456,0.86019,0.02775,0.57425,0.82075
0.79919,0.52395,0.084971,0.95084,0.3193,0.63731,0.39723,0.99039,0.4128,0.95191
0.049565,0.92544,0.068339,0.98199,0.9108,0.073842,0.47942,0.50094,0.014764,0.076273
0.2832,0.73902,0.40982,0.51356,0.88522,0.12051,0.565,0.332,0.70276,0.70867
0.65346,0.56743,0.12338,0.99259,0.79459,0.9816,0.48962,0.17388,0.50675,0.23493
0.48966,0.96878,0.44302,0.45584,0.92581,0.4968,0.26981,0.62564,0.38127,0.3989
0.97285,0.8245,0.89894,0.42604,0.17884,0.022414,0.98974,0.57513,0.064932,0.26812
0.74849,0.95961,0.35364,0.21321,0.51754,0.053832,0.18368,0.75099,0.35858,0.83251
0.56784,0.64635,0.12018,0.19325,0.62701,0.14087,0.86166,0.15352,0.23425,0.99537
0.29896,0.37957,0.56911,0.83275,0.91318,0.89347,0.032633,0.35679,0.2035,0.64975
0.25611,0.47657,0.87503,0.72664,0.66397,0.46582,0.33196,0.14395,0.81378,0.70395
0.88656,0.91189,0.34857,0.52975,0.38919,0.56086,0.74875,0.85061,0.39343,0.9323
0.4468,0.014854,0.041921,0.82908,0.74001,0.49446,0.64437,0.33787,0.053575,0.68765
0.81599,0.15669,0.14234,0.51187,0.81763,0.067785,0.16924,0.2752,0.37505,0.56835
0.098337,0.47157,0.076593,0.55196,0.60034,0.89765,0.95221,0.006011,0.77499,0.38085
0.85959,0.54299,0.74053,0.21328,0.084997,0.28857,0.54327,0.80191,0.1653,0.63458
0.027629,0.059691,0.45653,0.58782,0.92236,0.26905,0.25141,0.49741,0.91222,0.36323
0.89916,0.65803,0.66825,0.14276,0.053598,0.59419,0.57857,0.53784,0.31921,0.40762
0.89994,0.88964,0.69925,0.052224,0.52702,0.47588,0.91548,0.87091,0.32978,0.3687
