0.010337,0.0078203,0.92368,0.67664,0.69474,0.55984,0.30173
0.048447,0.42311,0.6537,0.9883,0.97273,0.30082,0.011681
0.66792,0.65557,0.93261,0.76683,0.32775,0.93941,0.53991
0.60347,0.72292,0.16351,0.3367,0.8378,0.9809,0.095373
0.5261,0.53121,0.9211,0.66238,0.73907,0.28662,0.14651
0.72971,0.10882,0.79466,0.24417,0.95417,0.80082,0.63114
0.70725,0.63177,0.57739,0.29551,0.031923,0.89611,0.85932
0.78138,0.1265,0.44004,0.68018,0.35687,0.59753,0.97422
0.28798,0.1343,0.25761,0.52785,0.66265,0.88402,0.57084
0.69253,0.098594,0.75195,0.41159,0.2815,0.94373,0.99685
0.55667,0.14203,0.22867,0.60264,0.23038,0.54916,0.55354
0.39652,0.16825,0.064187,0.75052,0.71113,0.72839,0.51546
0.061591,0.19625,0.76733,0.58353,0.62457,0.57676,0.33068
0.78018,0.31748,0.6712,0.55179,0.59061,0.025857,0.43
0.33758,0.31643,0.71521,0.58357,0.66044,0.44653,0.49181
0.60787,0.21756,0.64206,0.51182,0.047555,0.6463,0.071037
0.74125,0.25104,0.41905,0.082593,0.34878,0.5212,0.88774
0.10481,0.89292,0.39076,0.71957,0.45134,0.37231,0.064634
0.12789,0.70322,0.81614,0.99616,0.2409,0.93713,0.43618
0.54954,0.55574,0.31743,0.35453,0.71505,0.82953,0.82663
0.48523,0.18443,0.81454,0.97126,0.85618,0.84909,0.39453
0.89048,0.21203,0.78907,0.34645,0.28151,0.37253,0.61347
0.79896,0.077347,0.85226,0.88654,0.73105,0.59318,0.81864
0.73434,0.9138,0.50564,0.45469,0.13776,0.87255,0.88624
0.051332,0.70672,0.63566,0.41343,0.83672,0.9335,0.93111
0.072885,0.55779,0.95089,0.21773,0.1386,0.66846,0.19078
0.088527,0.31343,0.44396,0.12565,0.58821,0.20678,0.25858
0.79835,0.1662,0.060019,0.30891,0.36616,0.65385,0.89787
0.94301,0.6225,0.86675,0.7261,0.80676,0.072052,0.59336
0.68372,0.98793,0.63119,0.78287,0.50378,0.40673,0.50384
0.13208,0.17043,0.35507,0.69379,0.48959,0.66693,0.61281
0.72272,0.25779,0.997,0.0098023,0.87705,0.93373,0.81942
0.11035,0.3968,0.22417,0.84321,0.35314,0.81095,0.53189
0.11749,0.073995,0.65245,0.92233,0.44944,0.48455,0.20208
0.64072,0.6841,0.60499,0.77095,0.96353,0.75675,0.45389
0.32881,0.40239,0.38725,0.04266,0.042298,0.41705,0.42791
0.65381,0.98284,0.14219,0.37819,0.97296,0.97179,0.96605
0.74913,0.40218,0.025135,0.70434,0.18921,0.98797,0.62006
0.58319,0.62067,0.42111,0.72951,0.66712,0.86415,0.69539
0.74003,0.15437,0.1841,0.22428,0.58644,0.38888,0.72016
0.23483,0.38135,0.72578,0.26905,0.67511,0.45474,0.3469
0.73496,0.16113,0.37036,0.67303,0.36102,0.24669,0.51699
0.9706,0.75811,0.84156,0.47749,0.62028,0.78442,0.55669
0.86693,0.87111,0.73423,0.62372,0.81115,0.88284,0.1565
0.086235,0.35078,0.57103,0.23644,0.019257,0.91371,0.56206
0.36644,0.68554,0.17686,0.17712,0.083874,0.55828,0.6948
0.3692,0.29415,0.95738,0.82964,0.9748,0.59887,0.42646
0.68503,0.53063,0.26532,0.76692,0.65135,0.14888,0.83627
0.59794,0.83242,0.92458,0.93448,0.23124,0.89971,0.73139
0.78936,0.59749,0.22377,0.10789,0.40349,0.45039,0.36003
0.36765,0.33531,0.37356,0.18223,0.12202,0.20567,0.45421
0.20603,0.29923,0.0875,0.099095,0.26844,0.89965,0.38639
0.086667,0.45259,0.64012,0.48976,0.25785,0.76259,0.77555
0.77193,0.42265,0.18062,0.19325,0.33167,0.88249,0.73427
